"nome_da_serie","startYear","endYear","total_votos","averageRating"
"The Secret Diary of Desmond Pfeiffer","1998","1998",10,5.4
"The Secret Files of the SpyDogs","1998","1999",231,7.4
"The Secret Garden","1975","1975",93,7.2
"The Secret Genius of Modern Life","2022","\N",186,8.1
"The Secret History of Our Streets","2012","\N",38,9.1
"The Secret History of Writing","2020","2020",25,8.5
"The Secret History of the British Garden","2015","2015",24,8
"The Secret Life of Amy Bensen","2022","\N",69,8.6
"The Secret Life of Birds","2010","\N",6,8.7
"The Secret Life of Books","2014","\N",76,8
"The Secret Life of Dancing Dogs","2023","2023",5,6.6
"The Secret Life of Machines","1988","1993",50,8
"The Secret Life of Marilyn Monroe","2015","2015",230,6.8
"The Secret Life of Our Pets","2021","\N",23,7.2
"The Secret Life of Us","2001","2006",1236,8
"The Secret Life of the American Teenager","2008","2013",6556,6.7
"The Secret Life of the Zoo","2016","\N",619,7.8
"The Secret Lives of Big Cats","2020","\N",87,7.7
"The Secret Lives of Men","1998","\N",86,8.8
"The Secret Lives of Mormon Wives","2024","\N",24,3.1
"The Secret Lives of Waldo Kitty","1975","1976",98,6.4
"The Secret Millionaire","2006","2012",12,7.4
"The Secret River","2015","2015",42,7.6
"The Secret Rulers of the World","2001","\N",209,7.1
"The Secret Saturdays","2008","2010",3957,7.9
"The Secret Service","1969","1969",256,7.2
"The Secret Show","2006","2007",13,8
"The Secret Squirrel Show","1965","2003",431,6.1
"The Secret Storm","1954","1974",657,1.7
"The Secret Story of the Knights Templar","2021","2021",42,6.8
"The Secret World of Alex Mack","1994","1998",1822,7.1
"The Secret World of Jeffree Star","2018","\N",80,7.4
"The Secret World of Nature: Spain","2013","\N",129,9.8
"The Secret World of...","2021","2022",11,7
"The Secret of Crickley Hall","2012","2012",567,7.1
"The Secret of Skinwalker Ranch","2020","\N",6031,6.6
"The Secret of Us","2024","2024",768,8.6
"The Secrets","2014","\N",92,5.3
"The Secrets She Keeps","2020","\N",1032,7
"The Secrets of Good Health","2018","2018",5,6.6
"The Secrets of Hillsong","2023","2023",190,7.2
"The Secrets of Quantum Physics","2014","\N",148,8.6
"The Secrets of Your Food","2017","2017",25,7.3
"The Secrets to Civilization","2021","2021",79,6.9
"The Seekers","1979","1979",6,7.8
"The Selection: Special Operations Experiment","2016","\N",95,8.4
"The Sentimental Agent","1963","1963",60,6.4
"The Sentinel","1996","1999",1937,8
"The Serial Killer's Wife","2023","2023",157,7
"The Serial Killers","1995","\N",95,7.1
"The Serpent","2021","2021",7780,7.2
"The Serpent Queen","2022","2024",3442,7.8
"The Seuma Life","2014","\N",245,7.6
"The Seven Lively Arts","1957","\N",24,8
"The Seventh Scroll","1999","\N",35,5
"The Seventies","2015","2015",1144,8.4
"The Sex Business","2018","2019",30,5.8
"The Sex Factor","2016","\N",27,7.8
"The Sex Files","1999","2005",7,8.6
"The Sex Lives of College Girls","2021","\N",9450,7.4
"The Sex Researchers","2011","\N",6,8.4
"The Sextet","1972","1972",21,7.4
"The Seán Cullen Show","2003","\N",121,3.9
"The Shadow Line","2011","2011",981,7.6
"The Shadow Stories","2022","\N",7,8.7
"The Shadow of the Tower","1972","1972",229,7.6
"The Shadows of Death","2019","\N",12,6.8
"The Shakespeare Comedy Show","2006","\N",64,2.6
"The Shannara Chronicles","2016","2017",21238,7.7
"The Shape of Pasta","2020","2020",64,8.3
"The Sharon Osbourne Show","2003","2004",53,4
"The Sheards","2013","\N",7,9.3
"The Sheikh","2022","\N",97,5.9
"The Shell Seekers","2006","\N",151,9
"The Sheriff of Cochise","1956","1959",131,9.8
"The Shield","2002","2008",203593,7.7
"The Shift","2008","\N",41,7.4
"The Shining","1997","1997",1066,6.5
"The Shipman Files","2020","\N",53,7.4
"The Shipper: Chin nai klai pen chan","2020","2020",35,9.1
"The Shiralee","1987","1987",19,7.5
"The Shivering Truth","2018","2020",1831,8
"The Shnookums & Meat Funny Cartoon Show","1995","1995",6,7.5
"The Shock of the New","1980","1980",98,9.1
"The Shocking Truth","2017","2018",271,7.7
"The Shop","2018","\N",507,8.2
"The Shopping Bags","2001","\N",21,9.5
"The Show","2017","\N",12,2.8
"The Show About the Show","2015","\N",101,7.8
"The Show with Vinny","2013","2013",5,9.4
"The Showbiz Show with David Spade","2005","\N",9,4.2
"The Shrink Next Door","2021","2021",3564,7.1
"The Sidemen Show","2018","\N",169,7.9
"The Sign","2023","2024",183,9.1
"The Silence","2010","2010",272,7.4
"The Silence","2023","\N",21,9.1
"The Silent Sea","2021","2021",5969,6.7
"The Silent Service","1957","1958",840,8.2
"The Silent Service Season One - The Battle of Tokyo Bay","2024","\N",103,7
"The Silent War","2013","\N",8,7.5
"The Silk Road","2017","2019",132,7.7
"The Silk Road","2016","\N",42,7.4
"The Silver Chair","1990","1990",311,6.8
"The Silver Theatre","1949","1950",23,7.1
"The Simple Life","2003","2007",2916,4.2
"The Simpsons","1989","\N",1584174,8.6
"The Simpsons: Tracey Ullman Shorts","1987","1989",2700,6.6
"The Sims Spark'd","2020","\N",8,6
"The Sin Reapers","2015","\N",68,8.7
"The Sing-Off","2009","\N",8,8
"The Singapore Grip","2020","2020",364,6.2
"The Singing Bee","2007","\N",21,9.9
"The Singing Detective","1986","1986",692,7.8
"The Single Guy","1995","1997",286,5.6
"The Singles Table","2006","\N",12,6.8
"The Sinking of the Laconia","2010","\N",138,7.2
"The Sinner","2017","2021",67894,7.3
"The Sins","2000","2000",51,6.7
"The Sister","2020","2020",637,6.7
"The Six","2011","\N",49,7.5
"The Six Million Dollar Man","1974","1978",15439,7.7
"The Six Wives of Henry VIII","1970","1970",622,8.5
"The Six Wives of Henry VIII","2001","\N",84,7.5
"The Sixth Commandment","2023","2023",916,7.8
"The Sixth Lead","2015","2015",6,9.4
"The Sixth Sense","1972","1972",1293,5.7
"The Sixties","2014","2014",1378,8
"The Sketch Artist (Portrait - Robot)","2021","2024",129,7.3
"The Sketch Show","2001","2003",256,7.7
"The Sky at Night","1957","\N",175,8.2
"The Slap","2011","2011",639,7.3
"The Slap","2015","2015",914,7.1
"The Slavery Business","2005","2005",21,8
"The Sleepers","2019","2019",500,7.6
"The Sleepover Club","2003","2003",53,5.4
"The Smart Woman Survival Guide","2006","2008",74,4.9
"The Smell of Reeves and Mortimer","1993","1995",156,7.3
"The Smith Family","1971","1972",188,6.6
"The Smoke","2014","2014",263,7.7
"The Smoking Room","2004","2005",314,8.2
"The Smothers Brothers Comedy Hour","1967","1993",1525,7.9
"The Smothers Brothers Show","1965","1966",9,6.7
"The Snoop Sisters","1972","1974",579,7.4
"The Snoopy Show","2021","\N",1166,7.7
"The Society","2019","2019",8781,7.2
"The Somme 1916: From Both Sides of the Wire","2016","\N",29,8.6
"The Son","2017","2019",4594,7.4
"The Sonnet Project","2013","\N",17,8.2
"The Sonny and Cher Comedy Hour","1971","1974",192,7.7
"The Sonny and Cher Show","1976","1977",80,8.3
"The Sons of Sam: A Descent Into Darkness","2021","2021",2597,7.4
"The Sopranos","1999","2007",693582,8.2
"The Sorrentinos","2014","\N",16,8.6
"The Soul Man","2012","2016",266,6.2
"The SoulTaker","2001","2001",112,6.9
"The Sounds","2020","2020",622,7.3
"The Soup","2004","2020",89,9.2
"The Soup","2020","\N",22,5.1
"The South Bank Show","1978","\N",679,7.9
"The South Westerlies","2020","2020",187,6.2
"The Spa","2013","\N",93,6.8
"The Space Giants","1966","\N",5,7.8
"The Space Shuttle That Fell to Earth","2024","2024",71,8.7
"The Spanish Civil War","1983","\N",81,7.7
"The Spanish Princess","2019","2020",4571,7.5
"The Sparrows","2014","\N",29,5.5
"The Spartans","2004","\N",54,8.2
"The Sparticle Mystery","2011","\N",418,7.4
"The Spectacular","2021","2021",120,7.6
"The Spectacular Lego Spider-Man","2013","2021",205,9.4
"The Spectacular Spider-Man","2008","2009",53545,8
"The Spencer Sisters","2023","2023",1154,7.1
"The Spice Trail","2011","2011",35,6.7
"The Spiderwick Chronicles","2024","2024",889,6.1
"The Spiral","2012","2012",119,5.8
"The Split","2018","2022",3789,7.8
"The Spoils Before Dying","2015","2015",334,6.5
"The Spoils of Babylon","2014","2014",916,6.9
"The Spoils of Poynton","1970","\N",38,8.5
"The SpongeBob SquarePants Anime","2020","\N",52,9
"The Spoony Experiment","2007","2016",684,7.3
"The Spy","2019","2019",6680,7.3
"The Squirrels","1974","1976",6,8.7
"The Staircase","2022","2022",7398,7.5
"The Stand","1994","1994",3301,6.9
"The Stand","2020","2021",13119,5.5
"The Stand-Up Show","1995","2001",6,7.5
"The Standups","2017","\N",4773,7.7
"The Stanley Dynamic","2014","2017",5,9.6
"The Star Games","1985","\N",110,1.2
"The Star Wars Show","2016","\N",16,6.8
"The Star Wars Show LIVE! Celebration Orlando 2017","2017","2017",30,8.6
"The Star and the Story","1955","1956",333,6.8
"The Starlost","1973","1974",649,5.9
"The Starter Wife","2007","2007",273,6
"The Starter Wife","2008","2008",569,6.4
"The State","1993","2009",755,7.6
"The State","2017","\N",340,7.3
"The State Within","2006","2006",415,7.7
"The State vs. Pablo Ibar","2020","\N",29,8.2
"The Station","2009","\N",6,8.6
"The Station: Trouble on the Tracks","2020","2020",16,6.8
"The Stats of Life","2017","\N",5,8.6
"The Steve Allen Playhouse","1962","1964",9,8.3
"The Steve Allen Show","1956","1960",29,6.6
"The Steve Harvey Show","1996","2002",1618,8.6
"The Steve Wilkos Show","2007","\N",26,9
"The Stew Peters Show","2020","\N",15,6.6
"The Stillest Hour","2019","\N",26,6.2
"The Stinky & Dirty Show","2015","2019",8,7.5
"The Stockholms","2020","\N",81,8
"The Stoneman Murders","2019","\N",78,5.5
"The Stones","2004","2004",7,7.4
"The Storm","2009","\N",82,5.2
"The Story Behind","1996","\N",18,7.7
"The Story Behind the Story","2022","\N",32,8.9
"The Story Keepers","1995","1997",127,9
"The Story Of... Food","2016","\N",91,7.6
"The Story of Cats","2016","2016",52,8.4
"The Story of China","2016","\N",245,7.5
"The Story of Film: An Odyssey","2011","2011",3408,8
"The Story of God with Morgan Freeman","2016","2019",2808,6.7
"The Story of India","2007","\N",264,8.4
"The Story of Ireland","2011","\N",36,7.9
"The Story of Late Night","2021","2021",429,8
"The Story of Light Entertainment","2006","2006",13,6.2
"The Story of Maths","2008","2008",207,8.2
"The Story of Science","2010","\N",169,8
"The Story of Tracy Beaker","2002","2006",1661,8.2
"The Story of Us with Morgan Freeman","2017","2017",317,7.3
"The Story of Wales","2012","\N",70,8.4
"The Story of the Costume Drama","2008","\N",28,9.4
"The Story of the Guitar","2008","\N",6,8.4
"The Story of the Jews","2013","\N",96,7.1
"The Story of the Royals","2018","2018",6,8
"The Story of the Songs","2020","\N",97,6.4
"The Story of... Only Fools and Horses....","2017","2017",17,8.5
"The Storyteller","1987","1989",2554,8
"The Storyteller: Greek Myths","1991","1991",519,7.7
"The Straight A's of Greendale","2009","2009",5,7.4
"The Strain","2014","2017",58807,8.2
"The Strain: Webisodes","2016","\N",8,5.7
"The Straits","2012","2012",207,7.5
"The Stranded","2019","2019",416,7.2
"The Strange Calls","2012","2012",221,7.8
"The Strange Chores","2019","2024",513,9.2
"The Strange Truth","2016","\N",21,6.9
"The Strange World of Gurney Slade","1960","1960",119,8.1
"The Stranger","1964","1965",57,7.9
"The Stranger","2020","2020",934,7.5
"The Stranger","2007","\N",101,8.8
"The Stranger","1991","1999",295,6.4
"The Stranger","2020","2020",10553,7.4
"The Strangerers","2000","2000",38,7.8
"The Strauss Family","1972","1972",51,7.2
"The Street","2006","2009",1491,8
"The Streets of San Francisco","1972","1977",15663,7.1
"The Strip","1999","2000",54,9.1
"The Strip","2008","\N",117,7.7
"The Stripper","2019","2020",85,9.4
"The Strongest Man in History","2019","\N",221,8.4
"The Stu Erwin Show","1950","1955",147,6.3
"The Stuarts","2014","2014",34,8.2
"The Stuarts: A Bloody Reign","2018","2018",42,7
"The Styxhexenhammer666 Channel","2010","\N",52,3.5
"The Sub-Mariner","1966","\N",402,6.6
"The Substitute","2019","2021",10,8.3
"The Suite Life of Karan & Kabir","2012","2013",217,6.8
"The Suite Life of Zack & Cody","2005","2008",16917,7.8
"The Suite Life on Deck","2008","2011",10606,7
"The Sullivans","1976","1983",14,8.7
"The Summer I Turned Pretty","2022","\N",9627,7.3
"The Summit","2008","2008",40,7.8
"The Summit","2023","\N",66,8
"The Summoning","2017","\N",10,7.7
"The Sun's Shadow","2024","2024",15,10
"The Sunday Drama","1977","1978",43,7.4
"The Sunday Night Joan Crawford Theatre","1970","1970",99,2.9
"The Sunday Night Slaughter","2013","\N",5,5.4
"The Super 6","1966","1967",201,5.2
"The Super Hero Squad Show","2009","2011",2200,6.2
"The Super Mario Bros. Super Show!","1989","1989",2145,7.4
"The Super Models","2023","\N",261,7.9
"The Supercat Video Universe","2017","2017",87,7.2
"The Supercat Video Universe: Volume 2","2018","2019",105,9.3
"The Supercat Video Universe: Volume 3","2022","2023",49,8
"The Superman/Aquaman Hour of Adventure","1967","1968",438,7.2
"The Supersizers Go...","2007","2009",201,8.2
"The Supervet","2014","\N",78,8
"The Supreme Court","2007","\N",20,6.7
"The Surgeon","2005","2005",91,7.9
"The Surgeon's Cut","2020","2020",619,9.4
"The Surreal Life","2003","\N",576,7.3
"The Surreal Life: Fame Games","2007","\N",7,8
"The Suspect","2022","2022",883,7.4
"The Suspicions of Mr Whicher","2011","2014",5858,6.8
"The Swan","2004","2005",33,4.6
"The Swarm","2023","2023",3178,6.5
"The Sweeney","1975","1978",7184,8.2
"The Swiss Family Robinson","1974","\N",202,5.8
"The Switch","2016","\N",63,8.4
"The Sword of Tipu Sultan","1990","\N",16,5.6
"The Sylvester & Tweety Mysteries","1995","2002",1549,7.3
"The Sylvester & Tweety Show","1976","\N",46,7.1
"The Sympathizer","2024","2024",3941,7.9
"The Synanon Fix","2024","2024",120,7.1
"The Syndicate","2012","2021",1079,5.1
"The TS Madison Experience","2021","\N",40,9.3
"The Tailings","2021","\N",45,5.6
"The Take","2009","2009",834,7.3
"The Tales of Para Handy","1994","1995",22,7.9
"The Talk","2010","2024",162,5.3
"The Tall Man","1960","1962",927,7.3
"The Tall Tales of Jim Bridger","2024","\N",75,9
"The Talwars: Behind Closed Doors","2017","2017",52,8.4
"The Taste","2013","2015",31,6.5
"The Tasty Florida","2021","2021",70,7.9
"The Tattooist of Auschwitz","2024","2024",1845,7.6
"The Teacher","2022","2024",336,6.7
"The Team","2015","2018",1788,7.2
"The Ted Knight Show","1978","\N",6,8.4
"The Telki","2022","2022",47,7.8
"The Temp Life","2006","2011",7,8.3
"The Temptations","1998","1998",205,9.4
"The Ten Commandments","2005","2006",45,7.1
"The Ten Commandments","1971","\N",13,7.5
"The Ten Thousand Day War","1980","\N",5,8.4
"The Tenant of Wildfell Hall","1996","1996",185,7.7
"The Terminal List","2022","\N",25201,8
"The Terror","2018","2025",37377,8
"The Terry and Gaby Show","2003","2004",16,9.3
"The Tesla Files","2018","\N",223,7.8
"The Test Case","2018","\N",383,8.8
"The Test: A New Era for Australia's Team","2020","2024",1564,8.5
"The Tester","2010","2012",6,4.2
"The Testing Show","2015","\N",14,4.7
"The Tetris Murders","2022","2022",52,6.7
"The Texan","1958","1960",2291,8.2
"The Texas Wheelers","1974","1975",6,7.6
"The Thames: Britain's Great River with Tony Robinson","2019","2021",42,7.3
"The Theban Plays by Sophocles","1986","\N",281,6.8
"The Thick of It","2005","2012",11210,8.1
"The Thief","2020","\N",148,5.5
"The Thief, His Wife and the Canoe","2022","2022",631,7.2
"The Thin Blue Line","1995","1996",3393,7.5
"The Thin Man","1957","1959",842,6.3
"The Thing About Pam","2022","2022",2068,7.2
"The Third Day","2020","2020",4092,7.4
"The Third Man","1959","1965",368,8
"The Thirties in Colour","2008","\N",10,6.6
"The Thorn Birds","1983","1983",774,7.8
"The Three Musketeers","1966","1967",77,6.6
"The Three Stooges Show","1960","1972",45,7.3
"The Three of Us","2019","\N",82,7.5
"The Thugesh Show","2023","\N",157,9.6
"The Thundermans","2013","2018",10813,6.5
"The Tick","1994","1997",2842,8.3
"The Tick","2001","2002",1671,7.2
"The Tick","2016","2019",10043,7.1
"The Tide of Life","1996","\N",19,6.3
"The Tiger","2023","2023",33,8.3
"The Tim Conway Comedy Hour","1970","1970",141,2.1
"The Tim Conway Show","1970","1970",57,3.5
"The Tim Ferriss Experiment","2013","\N",5,7.6
"The Timcast Channel","2017","\N",12,5.5
"The Time Traveler's Wife","2022","2022",6676,7.7
"The Time Tunnel","1966","1967",6525,6
"The Time of Our Lives","2013","2014",361,7.5
"The Time of Your Life","2007","\N",41,5.6
"The Timeline","2015","2018",311,8.1
"The Titan Games","2019","2020",2501,7.8
"The Titan Sub Disaster: Minute by Minute","2024","2024",13,5.1
"The Titans That Built America","2021","2021",123,8.1
"The Toe Bro","2019","\N",11,8.7
"The Tom Green Show","1999","\N",63,6
"The Tom and Jerry Comedy Show","1980","1982",290,7.2
"The Tom and Jerry Show","2011","2022",2921,8.1
"The Tommy Cooper Hour","1973","1975",21,7.7
"The Tommy Wi-Show","2011","\N",27,7.9
"The Tommyknockers","1993","1993",250,5.7
"The Tomorrow People","1973","1979",1206,3.6
"The Tomorrow People","1992","2023",204,7.4
"The Tomorrow People","2013","2014",9944,7.6
"The Tomorrow Show","1973","1981",48,8.7
"The Tonight Show Starring Jimmy Fallon","2014","\N",37668,6.7
"The Tonight Show Starring Johnny Carson","1962","1992",15106,9.4
"The Tonight Show with Conan O'Brien","2009","2010",3134,6.8
"The Tonight Show with Jay Leno","1992","2014",5024,7.5
"The Tony Dalesandro Show","2016","2019",43,7.4
"The Tony Danza Show","2004","2006",534,8
"The Tony Randall Show","1976","1978",16,7.3
"The Tony Rock Project","2008","2009",10,10
"The Top 5 Reasons You Can't Blame...","2005","2007",103,9
"The Top Secret Life of Edgar Briggs","1974","1974",100,7.6
"The Top Ten Revealed","2018","\N",978,8.2
"The Torkelsons","1991","1992",1372,7.5
"The Toronto Show","2003","2004",21,4.1
"The Torso Killer Confessions","2023","2023",34,7.8
"The Tortellis","1987","1987",180,6.2
"The Tourettes Guy","2004","\N",20,9.2
"The Tourist","2022","2024",8431,7.4
"The Tower","2004","\N",40,7.8
"The Tower","2021","2024",1831,7.2
"The Town","2012","2012",98,6.8
"The Toy Box","2017","2017",32,5.2
"The Toys That Built America","2021","\N",772,7.5
"The Toys That Made Us","2017","2019",7453,7.7
"The Tracey Ullman Show","1987","1990",794,6
"The Tracy Morgan Show","2003","2004",30,9.5
"The Trade","2018","2020",90,7.3
"The Trades","2024","\N",600,6.4
"The Traffickers","2016","\N",130,6.5
"The Trainee","2024","\N",160,9.6
"The Traitors","2023","\N",3380,7
"The Traitors Australia","2022","2023",1135,7.2
